coucode,indcode,hrisk,emp_needed,tele,emp_share
4,27,0.104438305761396,0.438871850713326,0.762030065059662,0.0181260658715566
4,28,0.08929436186615,0.153455423457815,0.4181087911129,0.00726042540426738
4,29,0.0577606158440005,0.292840356156737,0.802757322788239,0.0839948449313121
4,30,0.579963316729563,0.991011018500498,0.414776116609573,0.0682491098062961
4,31,0.0101910572389673,0.0587262187088219,0.826464951038361,0.0645439041868268
4,32,0.691102707784018,0.924578765955106,0.252521544694901,0.0426737474794047
4,33,0.110172607087916,0.156827893393689,0.297493547201157,0.0266252631695895
4,34,0.307368128353221,0.446983916556148,0.312350809574127,0
5,1,0.790727356383108,0.856130651698617,0.0763940587639809,0.135030141170178
5,2,0.197896281745642,0.26544747498947,0.254480451345444,0.0029181172134253
5,3,0.669037414666856,0.863054983300993,0.224803254008293,0.0227260672353139
5,4,0.0239808317915537,0.0309351553854565,0.224803254008293,0.0283036491402957
5,5,0.187540033328735,0.241925723112803,0.224803254008293,0.00392187125083371
5,6,0.304694797075255,0.39305479370332,0.224803254008293,0.00750701744439581
5,7,0.21370082081524,0.275673010652093,0.224803254008293,0.000405954114150583
5,8,0.565550765148014,0.729557713022268,0.224803254008293,0.00499316254922958
5,9,0.199658853531848,0.257558941732173,0.224803254008293,0.00457821115692866
5,10,0.114392437477899,0.147565683253168,0.224803254008293,0.00658120136771701
5,11,0.102885767173716,0.132722135000831,0.224803254008293,0.0100168350993664
5,12,0.0404642777913611,0.0521987198741337,0.224803254008293,0.00445500804362434
5,13,0.0547914306681883,0.0706806768107544,0.224803254008293,0.00458967884157968
5,14,0.028020760642155,0.0361466437869372,0.224803254008293,0.00758697402522325
5,15,0.197417863403035,0.254668075458029,0.224803254008293,0.0123054792789512
5,16,0.455113945641863,0.722420727732371,0.370015382766724,0.00639517110698685
5,17,0.0448881401475058,0.0551179966691236,0.185599207878113,0.0939071489738364
5,18,0.153376986946304,0.179060584875142,0.14343523979187,0.0280445928944073
5,19,0.289941978531892,0.600981477466299,0.517552554607391,0.0597872497456587
5,20,0.700487364210005,0.817786811635583,0.14343523979187,0.0885874025302077
5,21,0.0941601780440995,0.0976123290037214,0.0353659316897392,0.0478814956959847
5,22,0.304571952425033,0.37423359539276,0.186144813895226,0.0340136332987419
5,23,0.286451128388109,0.351968179694357,0.186144813895226,0.000592186236890528
5,24,0.228257101141242,0.280464024851537,0.186144813895226,0.000677718054178648
5,25,0.313148272529173,0.384771489910809,0.186144813895226,0.00803103199683957
5,26,0.231685744878848,0.81885830974322,0.717062473297119,0.00273997879602999
5,27,0.183509047910134,0.771143833594534,0.762030065059662,0.0119687830591096
5,28,0.0555275038627995,0.0954259198536423,0.4181087911129,0.00388719904753429
5,29,0.0870800937731064,0.441487080808665,0.802757322788239,0.087025971047105
5,30,0.572636710463537,0.978491696453044,0.414776116609573,0.052741804205347
5,31,0.00489456265892331,0.0282050380497215,0.826464951038361,0.062966307250397
5,32,0.746192753722921,0.998279948307468,0.252521544694901,0.0400075219552331
5,33,0.0789232799666327,0.112345274057193,0.297493547201157,0.0505266666347532
5,34,5.10886567942995e-09,7.42946512634727e-09,0.312350809574127,0.0642987695395456
6,1,0.690780884454578,0.747917324492453,0.0763940587639809,0.0191472841956924
6,2,0.0998374139565242,0.133916560788649,0.254480451345444,0.0148730546954925
6,3,0.632692460988636,0.816170171327582,0.224803254008293,0.0150815655932628
6,4,0.220462491880562,0.284395533160456,0.224803254008293,0.00291622571968645
6,5,0.0960385283586137,0.12388923051496,0.224803254008293,0.00415525850446141
6,6,0.19842078864778,0.255961844104416,0.224803254008293,0.0144049214425572
6,7,0.144606715582613,0.186541953807634,0.224803254008293,0.000713880175339941
6,8,0.383072130580638,0.494161169485528,0.224803254008293,0.00463032947377692
6,9,0.185920644940626,0.23983672003522,0.224803254008293,0.00597705946517253
6,10,0.077955335716732,0.100562000704742,0.224803254008293,0.00330652646698148
6,11,0.100139039751695,0.129178870099084,0.224803254008293,0.0199547151403465
6,12,0.146905445261244,0.18950730381783,0.224803254008293,0.00793224886347468
6,13,0.153282660181733,0.19773387978511,0.224803254008293,0.00840379677369088
6,14,0.0916482624184205,0.118225808986305,0.224803254008293,0.0099593086674029
6,15,0.184110449468773,0.237501576755512,0.224803254008293,0.0169190306167386
6,16,0.420185756238047,0.666977803495252,0.370015382766724,0.0083610322563161
6,17,0.0472177269415721,0.0579784884768448,0.185599207878113,0.0776598757444156
6,18,0.236091571700884,0.275626061996198,0.14343523979187,0.0208750465789064
6,19,0.140248682801151,0.290702508927202,0.517552554607391,0.0472114851726638
6,20,0.347809776180319,0.406051932484133,0.14343523979187,0.0990788284473472
6,21,0.139453175434261,0.144565882561601,0.0353659316897392,0.0660026693947791
6,22,0.224287376347834,0.275586345307087,0.186144813895226,0.025255293057541
6,23,0.219996386845279,0.270313921446163,0.186144813895226,0.0009198436303769
6,24,0.1032106208232,0.12681693572192,0.186144813895226,0.00347975257284941
6,25,0.178921410410685,0.219844283682738,0.186144813895226,0.00764785669279602
6,26,0.195212408390668,0.689948804831624,0.717062473297119,0.0155114872051979
6,27,0.161878723619675,0.680248635863435,0.762030065059662,0.0420480355557964
6,28,0.0448746883563368,0.0771186910387633,0.4181087911129,0.0156619489291933
6,29,0.0597908729026588,0.303133549736129,0.802757322788239,0.124700194445762
6,30,0.565186370112141,0.965760944064345,0.414776116609573,0.0761097297407164
6,31,0.00565209313505228,0.0325703261034127,0.826464951038361,0.0728745316702688
6,32,0.734937599410377,0.98322245168979,0.252521544694901,0.0931242623595011
6,33,0.0965058208280195,0.137373572076858,0.297493547201157,0.0551029207514956
6,34,0.268732761795228,0.390799212064508,0.312350809574127,0
7,1,0.685824026633717,0.742550470946419,0.0763940587639809,0.0317713771451486
7,2,0.310365907642764,0.416308208420401,0.254480451345444,0.000924150254755913
7,3,0.596255651436585,0.769166865727483,0.224803254008293,0.0189841191298316
7,4,0.121776693857456,0.157091337763122,0.224803254008293,0.00315654641175407
7,5,0.0953565378125069,0.123009466055637,0.224803254008293,0.00805342174547773
7,6,0.226720726339925,0.292468624916481,0.224803254008293,0.0142585429814436
7,7,0.253655477215122,0.327214321430906,0.224803254008293,0.000503080730297004
7,8,0.572567389563087,0.738609124101266,0.224803254008293,0.0142081955745023
7,9,0.219904611920027,0.283675870747759,0.224803254008293,0.00484849462236593
7,10,0.0941930090811128,0.121508519699231,0.224803254008293,0.00382895963180312
7,11,0.13794136556774,0.177943684981898,0.224803254008293,0.0198921424808016
7,12,0.0152586319928803,0.019683560427437,0.224803254008293,0.0160380091455278
7,13,0.102472755589922,0.132189352083552,0.224803254008293,0.0296894332002995
7,14,0.0326381164212691,0.0421030100939281,0.224803254008293,0.00319863369724413
7,15,0.323157340475062,0.416871384130551,0.224803254008293,0.0104191598630472
7,16,0.383120125551911,0.608142032474494,0.370015382766724,0.00910658723052091
7,17,0.0479871567032612,0.0589232686994725,0.185599207878113,0.068260660325909
7,18,0.0871207803108112,0.101709507976539,0.14343523979187,0.0170052300335656
7,19,0.146453980882895,0.30356463130137,0.517552554607391,0.0460002230232792
7,20,0.340679390712763,0.39772753507859,0.14343523979187,0.0690976859663093
7,21,0.022514986891811,0.0233404434193893,0.0353659316897392,0.0472630382575392
7,22,0.19520490662872,0.239852138269215,0.186144813895226,0.0239464854264907
7,23,0.168627608296333,0.207196084973555,0.186144813895226,0.000625409195599873
7,24,0.168627608376664,0.207196085072259,0.186144813895226,0.00352274512942922
7,25,0.208448241545305,0.256124486400298,0.186144813895226,0.00784770538742821
7,26,0.207381746609633,0.732959494720574,0.717062473297119,0.0147864040760946
7,27,0.172815066486156,0.726205461750801,0.762030065059662,0.0492326838845621
7,28,0.00923285415390501,0.0158669765291065,0.4181087911129,0.0127235370784068
7,29,0.0469921904173755,0.238245551529015,0.802757322788239,0.148529373876894
7,30,0.541176046944976,0.924733358129089,0.414776116609573,0.0576823947901447
7,31,0.0161319797412162,0.0929609311648752,0.826464951038361,0.06558457764524
7,32,0.743412111886216,0.994559918897965,0.252521544694901,0.126612518292727
7,33,0.0943129187517656,0.134252031957878,0.297493547201157,0.0472205576329324
7,34,1.03896845992024e-08,1.51089897928446e-08,0.312350809574127,0.00517791613262687
8,1,0.641936116682212,0.695032467876007,0.0763940587639809,0.237892021405521
8,2,0.171989480162105,0.23069747865431,0.254480451345444,0.0226154210082665
8,3,0.557536944800555,0.719219924081725,0.224803254008293,0.0190980318624654
8,4,0.153514210108129,0.198032578054412,0.224803254008293,0.0381407272771967
8,5,0.0675623429751089,0.087155091045534,0.224803254008293,0.0102190769488145
8,6,0.29368741069841,0.378855319268268,0.224803254008293,0.00756806045803117
8,7,0.223842758768405,0.288756060865611,0.224803254008293,0.00108291863617599
8,8,0.33531867749228,0.432559449231573,0.224803254008293,0.0121240643647501
8,9,0.174066741883454,0.224545243234697,0.224803254008293,0.0110381027423748
8,10,0.0424517364442083,0.0547625317878494,0.224803254008293,0.0135244263426376
8,11,0.0739598307114343,0.0954078188458051,0.224803254008293,0.0182934486033282
8,12,0.085124693706467,0.109810437345899,0.224803254008293,0.0176650521481275
8,13,0.121452151836618,0.156672680148115,0.224803254008293,0.029127227404444
8,14,0.0647726891471118,0.0835564512906311,0.224803254008293,0.0108383258053792
8,15,0.11021500081468,0.142176810447884,0.224803254008293,0.00734417030191095
8,16,0.219466533028832,0.348368082371075,0.370015382766724,0.00382480997209412
8,17,0.0123111502047669,0.0151168200275085,0.185599207878113,0.0836128750703298
8,18,0.280858163018031,0.327889000418121,0.14343523979187,0
8,19,0.233171090505503,0.48330878882725,0.517552554607391,0.0930068868532802
8,20,2.73464961929554,3.19257777851037,0.14343523979187,0.0192408436784088
8,21,0.204036286123882,0.211516773900895,0.0353659316897392,0.0261330559695683
8,22,0.29249612595901,0.359395788038088,0.186144813895226,0.0181549542861806
8,23,0.24038746269858,0.295368840553942,0.186144813895226,0.00351910286429231
8,24,0.296487786850224,0.364300420900746,0.186144813895226,0.00139088701358457
8,25,0.284349447831778,0.349385803133742,0.186144813895226,0.00380996900685936
8,26,0.172106623964178,0.608284895855866,0.717062473297119,0.0098756330841335
8,27,0.103410141545218,0.434551287208378,0.762030065059662,0.0201846132661034
8,28,0.101888517317005,0.175098911550619,0.4181087911129,0.0140779888703828
8,29,0.054926428002425,0.278471316547055,0.802757322788239,0.0205138639068692
8,30,0.56607174367591,0.967273824158439,0.414776116609573,0.0542556179472577
8,31,0.00735126287849411,0.0423618336611593,0.826464951038361,0.0531341645275767
8,32,0.732368725600892,0.979785732154594,0.252521544694901,0.0298386547437994
8,33,0.143983094474041,0.204956258978691,0.297493547201157,0.0888550036298562
8,34,0.225472605687069,0.327889000418121,0.312350809574127,0
9,1,0.720271636260037,0.779847339760646,0.0763940587639809,0.041453385919275
9,2,0.0850411769604893,0.114069680820528,0.254480451345444,0.00120276355906129
9,3,0.558535450982568,0.720507992158862,0.224803254008293,0.0312718525355934
9,4,0.212644091034341,0.274309834417979,0.224803254008293,0.00271321081927778
9,5,0.194793800090082,0.251283046655314,0.224803254008293,0.00509076669184079
9,6,0.0970870504353237,0.12524181885093,0.224803254008293,0.0133143128863528
9,7,0.467457748556633,0.603018202764275,0.224803254008293,0.000111884982238259
9,8,0.46866062887395,0.604569912473502,0.224803254008293,0.00548236412967469
9,9,0.259057027463743,0.334182294757097,0.224803254008293,0.00251741210036083
9,10,0.144946002045557,0.186979631680637,0.224803254008293,0.00567816284859165
9,11,0.0627553508314273,0.0809540947584147,0.224803254008293,0.0109367570137898
9,12,0.252187291959283,0.325320369652301,0.224803254008293,0.00128667729573998
9,13,0.153711042243747,0.1982864905439,0.224803254008293,0.00117479231350172
9,14,0.225809440790611,0.291293071027709,0.224803254008293,0.00064333864786999
9,15,0.25504538417251,0.329007294588461,0.224803254008293,0.00730049509104641
9,16,0.435590483576941,0.691430348712224,0.370015382766724,0.0103213896114794
9,17,0.046892211317388,0.0575787889341466,0.185599207878113,0.0624318200889486
9,18,0.068940519137088,0.0804848884050947,0.14343523979187,0.0206427792229588
9,19,0.210998007660414,0.437349206997473,0.517552554607391,0.0561103185924869
9,20,0.430853004164416,0.50300108547511,0.14343523979187,0.0989342955441806
9,21,0.0287723239800539,0.029827190356706,0.0353659316897392,0.102374758748007
9,22,0.492708568747879,0.605400785250323,0.186144813895226,0.0138457665519846
9,23,0.241270665184326,0.296454048955664,0.186144813895226,0.00615367402310425
9,24,0.025419030974723,0.0312328672332753,0.186144813895226,0.00304886576599256
9,25,0.206613500420214,0.253870103610318,0.186144813895226,0.0210064054152331
9,26,0.245302095353613,0.866983246132671,0.717062473297119,0.0126989454840424
9,27,0.114339101859921,0.480477090051677,0.762030065059662,0.0525020279153031
9,28,0.0428944328420998,0.0737155540193464,0.4181087911129,0.0048390254818047
9,29,0.073164595900625,0.370936943945832,0.802757322788239,0.0917456854353724
9,30,0.572917036092576,0.97897070224381,0.414776116609573,0.0990182092808593
9,31,0.00256068113163067,0.0147559881819419,0.826464951038361,0.0698442001622332
9,32,0.745111273261158,0.996833110001846,0.252521544694901,0.0445022516852675
9,33,0.0167954863392417,0.0239079460015308,0.297493547201157,0.0378171239965316
9,34,0.00262409133963947,0.00381603203519272,0.312350809574127,0.0619842801599955
10,1,0.66498676647131,0.719989702081592,0.0763940587639809,0.0327603180909844
10,2,0.24654967696281,0.330708533944898,0.254480451345444,0.00623577329656328
10,3,0.622419522646487,0.802918131254831,0.224803254008293,0.0245124999266034
10,4,0.210299593000242,0.271285443453722,0.224803254008293,0.0116925642415785
10,5,0.138149126453395,0.178211695505328,0.224803254008293,0.0115359848744331
10,6,0.120199871841809,0.155057245097227,0.224803254008293,0.0146460425543575
10,7,0.193913462776266,0.250147415838534,0.224803254008293,0.000475609827703979
10,8,0.493935215747885,0.63717400556938,0.224803254008293,0.00817931469125485
10,9,0.127371371671236,0.164308444701081,0.224803254008293,0.0175427608465464
10,10,0.0966866054628822,0.124725246800657,0.224803254008293,0.0116514621577028
10,11,0.128547128815638,0.165825165650287,0.224803254008293,0.0473300282038585
10,12,0.115609358578827,0.149135505504385,0.224803254008293,0.0258747404207679
10,13,0.144014663349287,0.185778209330651,0.224803254008293,0.030360739289482
10,14,0.0791181764215621,0.102062059510256,0.224803254008293,0.0369625168567475
10,15,0.136550096158036,0.176148954267536,0.224803254008293,0.0256907596643721
10,16,0.456830309781272,0.725145181778482,0.370015382766724,0.0183060852613799
10,17,0.0749387539678984,0.0920170445471309,0.185599207878113,0.0825975734112577
10,18,0.165126470191641,0.192777566697372,0.14343523979187,0.0176249650142977
10,19,0.158493785728522,0.328520312921426,0.517552554607391,0.0541079575591625
10,20,0.496360811646947,0.579478440750166,0.14343523979187,0.0707543015288018
10,21,0.0526089498046686,0.0545377273444459,0.0353659316897392,0.0381583917733201
10,22,0.216032003760321,0.265442805364774,0.186144813895226,0.0379196082384234
10,23,0.110654100656415,0.135962886943095,0.186144813895226,0.000140921430430809
10,24,0.145311108446483,0.178546639411322,0.186144813895226,0.000475609827703979
10,25,0.136552137516246,0.167784318202607,0.186144813895226,0.0138866326237026
10,26,0.213672187203015,0.755192107929173,0.717062473297119,0.0116573338839708
10,27,0.123763073306158,0.520078611347214,0.762030065059662,0.0180575155160367
10,28,0.0613369441128765,0.105409642173813,0.4181087911129,0.0189284882457826
10,29,0.0469045694524828,0.237801322287497,0.802757322788239,0.100169692889144
10,30,0.563580508375611,0.963016931418746,0.414776116609573,0.0568520109683847
10,31,0.00506561663331723,0.0291907407963276,0.826464951038361,0.0578776058231867
10,32,0.739614474074638,0.989479320541418,0.252521544694901,0.0614965464463334
10,33,0.0467526253942211,0.0665511686162523,0.297493547201157,0.0341519172164886
10,34,4.77817281174072e-08,6.94856167689445e-08,0.312350809574127,0.00138572739923628
11,1,0.794511127612284,0.860227389344233,0.0763940587639809,0.0152437596590643
11,2,0.131242156616742,0.176041200869374,0.254480451345444,0.00142837072074182
11,3,0.687333556841926,0.886656916964508,0.224803254008293,0.0217065517725847
11,4,0.112234672569646,0.14478217710533,0.224803254008293,0.00369971432585585
11,5,0.0812621875743061,0.10482782338095,0.224803254008293,0.00323139605676017
11,6,0.171861836041234,0.221700925513266,0.224803254008293,0.0162272280241652
11,7,0.0840728760530025,0.108453597732081,0.224803254008293,0.000398070528731326
11,8,0.514766416338436,0.66404615215444,0.224803254008293,0.0110757270641128
11,9,0.147122595106741,0.189787426053405,0.224803254008293,0.00992834730482836
11,10,0.100074716725517,0.129095893710818,0.224803254008293,0.00571348288296726
11,11,0.0900216675190551,0.116127509544549,0.224803254008293,0.0273732028286423
11,12,0.0631208811130277,0.0814256270287581,0.224803254008293,0.026436566290451
11,13,0.112214022337374,0.144755538406987,0.224803254008293,0.0201142696576593
11,14,0.0482034665251177,0.0621822353800662,0.224803254008293,0.0229007633587786
11,15,0.112334251918636,0.144910633977091,0.224803254008293,0.0153140073994287
11,16,0.451222007053683,0.716242896589015,0.370015382766724,0.0119889476888493
11,17,0.0791611782922335,0.0972017452070281,0.185599207878113,0.057205076570037
11,18,0.106570330018763,0.12441596359027,0.14343523979187,0.0192947126867419
11,19,0.203333432665146,0.421462347053525,0.517552554607391,0.0439750854680841
11,20,0.433125048746869,0.505653593128939,0.14343523979187,0.0751416662764014
11,21,0.0182453562236012,0.0189142772611809,0.0353659316897392,0.0424296351800684
11,22,0.247832786200991,0.304517057128006,0.186144813895226,0.0211211539362151
11,23,0.311626057631812,0.382901114291964,0.186144813895226,0.000679061490188732
11,24,0.0710872942602397,0.0873463676019238,0.186144813895226,0.00154545028801574
11,25,0.308790955657904,0.379417568297158,0.186144813895226,0.0149861846110617
11,26,0.194416276571665,0.687134997033555,0.717062473297119,0.0139090525921416
11,27,0.171695978266688,0.721502816352554,0.762030065059662,0.0280990961457406
11,28,0.0748397204933837,0.128614626497828,0.4181087911129,0.0108415679295649
11,29,0.0580924989220337,0.294522969081712,0.802757322788239,0.148901793658971
11,30,0.539154330238563,0.921278754235106,0.414776116609573,0.0593593406078771
11,31,0.00492227753298053,0.0283647456950822,0.826464951038361,0.0561513604645717
11,32,0.745129795150821,0.996857889163748,0.252521544694901,0.123261368425982
